1,113.8066667
2,113.9133333
3,114.0666667
4,114.2433333
5,114.3533333
6,114.4866667
7,114.79
8,115.0466667
9,115.3866667
10,115.6733333
11,115.9433333
12,116.1866667
13,116.4966667
14,116.9666667
15,117.2366667
16,117.5466667
17,117.82
18,118.1733333
19,118.3166667
20,118.8233333
21,119.1433333
22,119.3466667
23,119.7066667
24,120.0766667
25,120.1366667
26,120.5333333
27,120.9766667
28,121.86
29,122.0666667
30,122.4833333
31,123.14
32,123.8633333
33,124.6866667
34,124.9733333
35,125.4766667
36,125.5233333
37,126.2333333
38,126.8433333
39,127.5666667
40,127.9833333
41,128.3766667
42,128.9966667
43,129.4466667
44,130.9033333
45,131.2666667
46,131.44
47,132.5266667
48,132.5633333
49,133.3
50,134.0533333
51,134.43
52,134.7233333
53,135.4733333
54,135.7633333
55,136.1333333
56,136.79
57,138.4633333
58,138.62
59,139.2533333
60,139.9233333
61,139.63
62,140.1233333
63,140.6933333
64,141.02
65,141.8833333
66,142.0233333
67,143.1933333
68,143.67
69,144.39
70,144.8666667
71,145.18
72,145.5566667
73,145.86
74,146.5233333
75,146.8933333
76,146.8433333
77,149.73
78,150.7666667
79,185.9966667
80,196.1333333
81,198.8366667
82,199.2433333
83,200.4566667
84,200.6633333
85,200.9433333
86,200.6266667
87,201.2033333
88,201.4066667
89,202.9233333
90,203.7166667
91,204.0466667
92,204.6766667
93,203.7733333
94,204.0466667
95,189.5133333
96,201.6833333
97,205.0966667
98,206.19
99,207.2333333
100,207.6166667
109,210.25666666667
110,210.86333333333
1,13.68
1,114.10333333333
