71,78.22183333,,71,3220.6
72,78.22183333,,72,3220.6
73,78.22183333,,73,3220.6
74,78.22183333,,74,3220.6
75,78.66783333,,75,3220.6
76,78.66783333,,76,3220.6
77,39.3475,,77,3220.6
78,41.10716667,,78,3505.2
79,397.2903333,,79,3505.2
80,485.123,,80,3505.2
81,511.1766667,,81,3505.2
82,528.3093333,,82,3505.2
83,631.4948333,,83,3812.6
84,641.4411667,,84,3812.6
85,628.6801667,,85,3812.6
86,641.4711667,,86,3812.6
87,645.5515,,87,3812.6
88,635.1853333,,88,3812.6
89,661.8636667,,89,3812.6
90,667.0903333,,90,3812.6
91,651.3548333,,91,3812.6
92,665.1623333,,92,3812.6
93,656.1738333,,93,3812.6
94,656.0513333,,94,3812.6
95,467.0661667,,95,3812.6
96,580.6218333,,96,3812.6
97,617.6898333,,97,3812.6
98,629.8116667,,98,3812.6
99,641.3213333,,99,3812.6
100,678.4178333,,100,3898.6
109,686.76933333333
110,693.76233333333
1,1.892
1,0.72183333333333
